,sentences,target
201,"From: leech@cs.unc.edu (Jon Leech)
Subject: Space FAQ 04/15 - Calculations
Supersedes: <math_730956451@cs.unc.edu>
Organization: University of North Carolina, Chapel Hill
Lines: 334
Distribution: world
Expires: 6 May 1993 19:56:03 GMT
NNTP-Posting-Host: mahler.cs.unc.edu
Keywords: Frequently Asked Questions

Archive-name: space/math
Last-modified: $Date: 93/04/01 14:39:12 $

PERFORMING CALCULATIONS AND INTERPRETING DATA FORMATS

    COMPUTING SPACECRAFT ORBITS AND TRAJECTORIES

    References that have been frequently recommended on the net are:

    ""Fundamentals of Astrodynamics"" Roger Bate, Donald Mueller, Jerry White
    1971, Dover Press, 455pp $8.95 (US) (paperback). ISBN 0-486-60061-0

    NASA Spaceflight handbooks (dating from the 1960s)
	SP-33 Orbital Flight Handbook (3 parts)
	SP-34 Lunar Flight Handbook   (3 parts)
	SP-35 Planetary Flight Handbook (9 parts)

	These might be found in university aeronautics libraries or ordered
	through the US Govt. Printing Office (GPO), although more
	information would probably be needed to order them.

    M. A. Minovitch, _The Determination and Characteristics of Ballistic
    Interplanetary Trajectories Under the Influence of Multiple Planetary
    Attractions_, Technical Report 32-464, Jet Propulsion Laboratory,
    Pasadena, Calif., Oct, 1963.

	The title says all. Starts of with the basics and works its way up.
	Very good. It has a companion article:

    M. Minovitch, _Utilizing Large Planetary Perubations for the Design of
    Deep-Space Solar-Probe and Out of Ecliptic Trajectories_, Technical
    Report 32-849, JPL, Pasadena, Calif., 1965.

	You need to read the first one first to realy understand this one.
	It does include a _short_ summary if you can only find the second.

	Contact JPL for availability of these reports.

    ""Spacecraft Attitude Dynamics"", Peter C. Hughes 1986, John Wiley and
	Sons.

    ""Celestial Mechanics: a computational guide for the practitioner"",
    Lawrence G. Taff, (Wiley-Interscience, New York, 1985).

	Starts with the basics (2-body problem, coordinates) and works up to
	orbit determinations, perturbations, and differential corrections.
	Taff also briefly discusses stellar dynamics including a short
	discussion of n-body problems.


    COMPUTING PLANETARY POSITIONS

    More net references:

    Van Flandern & Pullinen, _Low-Precision Formulae for Planetary
    Positions_, Astrophysical J. Supp Series, 41:391-411, 1979. Look in an
    astronomy or physics library for this; also said to be available from
    Willmann-Bell.

	Gives series to compute positions accurate to 1 arc minute for a
	period + or - 300 years from now. Pluto is included but stated to
	have an accuracy of only about 15 arc minutes.

    _Multiyear Interactive Computer Almanac_ (MICA), produced by the US
    Naval Observatory. Valid for years 1990-1999. $55 ($80 outside US).
    Available for IBM (order #PB93-500163HDV) or Macintosh (order
    #PB93-500155HDV). From the NTIS sales desk, (703)-487-4650. I believe
    this is intended to replace the USNO's Interactive Computer Ephemeris.

    _Interactive Computer Ephemeris_ (from the US Naval Observatory)
    distributed on IBM-PC floppy disks, $35 (Willmann-Bell). Covers dates
    1800-2049.

    ""Planetary Programs and Tables from -4000 to +2800"", Bretagnon & Simon
    1986, Willmann-Bell.

	Floppy disks available separately.

    ""Fundamentals of Celestial Mechanics"" (2nd ed), J.M.A. Danby 1988,
    Willmann-Bell.

	A good fundamental text. Includes BASIC programs; a companion set of
	floppy disks is available separately.

    ""Astronomical Formulae for Calculators"" (4th ed.), J. Meeus 1988,
    Willmann-Bell.

    ""Astronomical Algorithms"", J. Meeus 1991, Willmann-Bell.

	If you actively use one of the editions of ""Astronomical Formulae
	for Calculators"", you will want to replace it with ""Astronomical
	Algorithms"". This new book is more oriented towards computers than
	calculators and contains formulae for planetary motion based on
	modern work by the Jet Propulsion Laboratory, the U.S. Naval
	Observatory, and the Bureau des Longitudes. The previous books were
	all based on formulae mostly developed in the last century.

	Algorithms available separately on diskette.

    ""Practical Astronomy with your Calculator"" (3rd ed.), P. Duffett-Smith
    1988, Cambridge University Press.

    ""Orbits for Amateurs with a Microcomputer"", D. Tattersfield 1984,
    Stanley Thornes, Ltd.

	Includes example programs in BASIC.

    ""Orbits for Amateurs II"", D. Tattersfield 1987, John Wiley & Sons.

    ""Astronomy / Scientific Software"" - catalog of shareware, public domain,
    and commercial software for IBM and other PCs. Astronomy software
    includes planetarium simulations, ephemeris generators, astronomical
    databases, solar system simulations, satellite tracking programs,
    celestial mechanics simulators, and more.

	Andromeda Software, Inc.
	P.O. Box 605
	Amherst, NY 14226-0605


    COMPUTING CRATER DIAMETERS FROM EARTH-IMPACTING ASTEROIDS

    Astrogeologist Gene Shoemaker proposes the following formula, based on
    studies of cratering caused by nuclear tests.

		     (1/3.4)
    D = S  S  c  K  W	    : crater diameter in km
	 g  p  f  n

	       (1/6)
    S = (g /g )		    : gravity correction factor for bodies other than
     g	  e  t		      Earth, where g = 9.8 m/s^2 and g	is the surface
					    e		      t
			      gravity of the target body. This scaling is
			      cited for lunar craters and may hold true for
			      other bodies.

		(1/3.4)
    S = (p / p )	    : correction factor for target density p  ,
     p	  a   t							    t
			      p  = 1.8 g/cm^3 for alluvium at the Jangle U
			       a
			      crater site, p = 2.6 g/cm^3 for average
			      rock on the continental shields.

    C			    : crater collapse factor, 1 for craters <= 3 km
			      in diameter, 1.3 for larger craters (on Earth).

							    (1/3.4)
    K			    : .074 km / (kT TNT equivalent)
     n			      empirically determined from the Jangle U
			      nuclear test crater.

	      3		   2		       19
    W = pi * d	* delta * V  / (12 * 4.185 * 10  )
			    : projectile kinetic energy in kT TNT equivalent
			      given diameter d, velocity v, and projectile
			      density delta in CGS units. delta of around 3
			      g/cm^3 is fairly good for an asteroid.

    An RMS velocity of V = 20 km/sec may be used for Earth-crossing
    asteroids.

    Under these assumptions, the body which created the Barringer Meteor
    Crater in Arizona (1.13 km diameter) would have been about 40 meters in
    diameter.

    More generally, one can use (after Gehrels, 1985):

    Asteroid	    Number of objects  Impact probability  Impact energy
    diameter (km)		       (impacts/year)	   (* 5*10^20 ergs)

     10			    10		     10^-8		10^9
      1			 1 000		     10^-6		10^6
      0.1	       100 000		     10^-4		10^3

    assuming simple scaling laws. Note that 5*10^20 ergs = 13 000 tons TNT
    equivalent, or the energy released by the Hiroshima A-bomb.

    References:

    Gehrels, T. 1985 Asteroids and comets. _Physics Today_ 38, 32-41. [an
	excellent general overview of the subject for the layman]

    Shoemaker, E.M. 1983 Asteroid and comet bombardment of the earth. _Ann.
	Rev. Earth Planet. Sci._ 11, 461-494. [very long and fairly
	technical but a comprehensive examination of the
	 subject]

    Shoemaker, E.M., J.G. Williams, E.F. Helin & R.F. Wolfe 1979
	Earth-crossing asteroids: Orbital classes, collision rates with
	Earth, and origin. In _Asteroids_, T. Gehrels, ed., pp. 253-282,
	University of Arizona Press, Tucson.

    Cunningham, C.J. 1988 _Introduction to Asteroids: The Next Frontier_
	(Richmond: Willman-Bell, Inc.) [covers all aspects of asteroid
	studies and is an excellent introduction to the subject for people
	of all experience levels. It also has a very extensive reference
	list covering essentially all of the reference material in the
	field.]


    MAP PROJECTIONS AND SPHERICAL TRIGNOMETRY

    Two easy-to-find sources of map projections are the ""Encyclopaedia
    Brittanica"", (particularly the older volumes) and a tutorial appearing
    in _Graphics Gems_ (Academic Press, 1990). The latter was written with
    simplicity of exposition and suitability of digital computation in mind
    (spherical trig formulae also appear, as do digitally-plotted examples).

    More than you ever cared to know about map projections is in John
    Snyder's USGS publication ""Map Projections--A Working Manual"", USGS
    Professional Paper 1395. This contains detailed descriptions of 32
    projections, with history, features, projection formulas (for both
    spherical earth and ellipsoidal earth), and numerical test cases. It's a
    neat book, all 382 pages worth. This one's $20.

    You might also want the companion volume, by Snyder and Philip Voxland,
    ""An Album of Map Projections"", USGS Professional Paper 1453. This
    contains less detail on about 130 projections and variants. Formulas are
    in the back, example plots in the front. $14, 250 pages.

    You can order these 2 ways. The cheap, slow way is direct from USGS:
    Earth Science Information Center, US Geological Survey, 507 National
    Center, Reston, VA 22092. (800)-USA-MAPS. They can quote you a price and
    tell you where to send your money. Expect a 6-8 week turnaround time.

    A much faster way (about 1 week) is through Timely Discount Topos,
    (303)-469-5022, 9769 W. 119th Drive, Suite 9, Broomfield, CO 80021. Call
    them and tell them what you want. They'll quote a price, you send a
    check, and then they go to USGS Customer Service Counter and pick it up
    for you. Add about a $3-4 service charge, plus shipping.

    A (perhaps more accessible) mapping article is:

	R. Miller and F. Reddy, ""Mapping the World in Pascal"",
	Byte V12 #14, December 1987

	Contains Turbo Pascal procedures for five common map projections. A
	demo program, CARTOG.PAS, and a small (6,000 point) coastline data
	is available on CompuServe, GEnie, and many BBSs.

    Some references for spherical trignometry are:

	_Spherical Astronomy_, W.M. Smart, Cambridge U. Press, 1931.

	_A Compendium of Spherical Astronomy_, S. Newcomb, Dover, 1960.

	_Spherical Astronomy_, R.M. Green, Cambridge U. Press., 1985 (update
	of Smart).

	_Spherical Astronomy_, E Woolard and G.Clemence, Academic
	Press, 1966.


    PERFORMING N-BODY SIMULATIONS EFFICIENTLY

	""Computer Simulation Using Particles""
	R. W. Hockney and J. W. Eastwood
	(Adam Hilger; Bristol and Philadelphia; 1988)

	""The rapid evaluation of potential fields in particle systems"",
	L. Greengard
	MIT Press, 1988.

	    A breakthrough O(N) simulation method. Has been parallelized.

	L. Greengard and V. Rokhlin, ""A fast algorithm for particle
	simulations,"" Journal of Computational Physics, 73:325-348, 1987.

	""An O(N) Algorithm for Three-dimensional N-body Simulations"", MSEE
	thesis, Feng Zhao, MIT AILab Technical Report 995, 1987

	""Galactic Dynamics""
	J. Binney & S. Tremaine
	(Princeton U. Press; Princeton; 1987)

	    Includes an O(N^2) FORTRAN code written by Aarseth, a pioneer in
	    the field.

	Hierarchical (N log N) tree methods are described in these papers:

	A. W. Appel, ""An Efficient Program for Many-body Simulation"", SIAM
	Journal of Scientific and Statistical Computing, Vol. 6, p. 85,
	1985.

	Barnes & Hut, ""A Hierarchical O(N log N) Force-Calculation
	Algorithm"", Nature, V324 # 6096, 4-10 Dec 1986.

	L. Hernquist, ""Hierarchical N-body Methods"", Computer Physics
	Communications, Vol. 48, p. 107, 1988.


    INTERPRETING THE FITS IMAGE FORMAT

    If you just need to examine FITS images, use the ppm package (see the
    comp.graphics FAQ) to convert them to your preferred format. For more
    information on the format and other software to read and write it, see
    the sci.astro.fits FAQ.


    SKY (UNIX EPHEMERIS PROGRAM)

    The 6th Edition of the Unix operating system came with several software
    systems not distributed because of older media capacity limitations.
    Included were an ephmeris, a satellite track, and speech synthesis
    software. The ephmeris, sky(6), is available within AT&T and to sites
    possessing a Unix source code license. The program is regarded as Unix
    source code. Sky is <0.5MB. Send proof of source code license to

	E. Miya
	MS 258-5
	NASA Ames Research Center
	Moffett Field, CA 94035-1000
	eugene@orville.nas.nasa.gov


    THREE-DIMENSIONAL STAR/GALAXY COORDINATES

    To generate 3D coordinates of astronomical objects, first obtain an
    astronomical database which specifies right ascension, declination, and
    parallax for the objects. Convert parallax into distance using the
    formula in part 6 of the FAQ, convert RA and declination to coordinates
    on a unit sphere (see some of the references on planetary positions and
    spherical trignometry earlier in this section for details on this), and
    scale this by the distance.

    Two databases useful for this purpose are the Yale Bright Star catalog
    (sources listed in FAQ section 3) or ""The Catalogue of Stars within 25
    parsecs of the Sun"" (in pub/SPACE/FAQ/stars.data and stars.doc on
    ames.arc.nasa.gov).


NEXT: FAQ #5/15 - References on specific areas
",1
202,"From: seth@cbnewsh.cb.att.com (peter.r.clark..jr)
Subject: Re: Thumbs up to ESPN
Organization: AT&T
Distribution: na
Keywords: ESPN, Detroit, Toronto, Hockey Coverage
Lines: 16

In article <1993Apr20.032017.5783@wuecl.wustl.edu>, jca2@cec1.wustl.edu (Joseph Charles Achkar) writes:
> 
>  It was nice to see ESPN show game 1 between the Wings and Leafs since
> the Cubs and Astros got rained out. Instead of showing another baseball
> game, they decided on the Stanley Cup Playoffs. A classy move by ESPN.

What, did you leave the room each of the 100 or so times they said that
there WERE NO OTHER NIGHT BASEBALL GAMES? Every break they took back at
the studio mentioned it, followed by 'so...we're gonna show you hockey
instead.' My wife and I are hoping for rain at every baseball game they
have a feed for tommorrow night...

Point is, be glad they showed hockey, but if baseball was available
anywhere else you can bet you would've watched baseball last night.

pete clark
",0
203,"From: rick@trystro.uucp (Richard Nickle)
Subject: Re: How to read sci.space without netnews
Organization: The Trystro System (617) 625-7155 v.32/v.42bis
Lines: 27

In article <C5LJG5.17n.1@cs.cmu.edu> mwm+@cs.cmu.edu (Mark Maimone) writes:
>In article <734975852.F00001@permanet.org> Mark.Prado@p2.f349.n109.z1.permanet.org (Mark Prado) writes:
>>If anyone knows anyone else who would like to get sci.space,
>>but doesn't have an Internet feed (or has a cryptic Internet
>>feed), I would be willing to feed it to them.	
>
>	Kudos to Mark for his generous offer, but there already exists a
>large (email-based) forwarding system for sci.space posts:  Space Digest.
>It mirrors sci.space exactly, and provides simple two-way communication.
>
I think Mark was talking about making it available to people who didn't
have email in the first place.

If anybody in the Boston area wants a sci.space feed by honest-to-gosh UUCP
(no weird offline malreaders), let me know.  I'll also hand out logins to
anyone who wants one, especially the Boston Chapter of NSS (which I keep forgetting
to re-attend).

>Questions, comments to space-request@isu.isunet.edu
>-- 
>Mark Maimone				phone: +1 (412) 268 - 7698
>Carnegie Mellon Computer Science	email: mwm@cmu.edu


-- 
richard nickle		rick@trystro.uucp	617-625-7155 v.32/v.42bis
			think!trystro!rick	somerville massachusetts
",1
204,"From: sclark@epas.utoronto.ca (Susan Clark)
Subject: Re: Bay area media (Wings-Leafs coverage)
Organization: University of Toronto - EPAS
Nntp-Posting-Host: epas.utoronto.ca
Lines: 11

	Yeah, the news is true...the Leafs lost to the Wings 6-3.
Wish I could say I'd seen the whole game but my husband wanted
to watch ""Young Guns II"" on another channel. Sometime between
the first time I tuned in and d saw the Leafs tie and the next time
I tuned in and heard the score was 5-1, something happened.
	Please no woofing from Red Wings fans.  They're my third
favourite team, and if they make it past the Leafs I'll wish them
luck.  As for Potvin...well, it WAS his fist playoff game.

Susan Carroll-Clark
Who likes ANYONE Doug Gilmour plays for
",0
205,"From: fcrary@ucsu.Colorado.EDU (Frank Crary)
Subject: Re: Space Marketing would be wonderfull.
Nntp-Posting-Host: ucsu.colorado.edu
Organization: University of Colorado, Boulder
Lines: 29

In article <C73w0t.FpH@cunews.carleton.ca> wcsbeau@superior.carleton.ca (OPIRG) writes:
>I don't think that idea means what you think it does. Having everyone
>on Earth subject to some ad agency's ""poor taste"" *is* an abomination.
>(abomination : n. loathing; odious or degrading habit or act; an
>object of disgust. (Oxford Concise Dictionary)) Maybe *you* don't mind
>having every part of your life saturated with commercials, but many of
>us loathe it.

It's a moot point: Step out of your door go _anywhere_ (except possibly
your mailbox). You will be ""subject to some ad agency's 'poor taste'""
 
>...I'd rather not have the beauty of the night sky always marred
>by a giant billboard, and I'll bet the idea is virtually sacrilegious
>to an astronomer like Sagan.

While I'm sure Sagan considers it sacrilegious, that wouldn't be
because of his doubtfull credibility as an astronomer. Modern, 
ground-based, visible light astronomy (what these proposed
orbiting billboards would upset) is already a dying field: The
opacity and distortions caused by the atmosphere itself have
driven most of the field to use radio, far infrared or space-based
telescopes. In any case, a bright point of light passing through
the field doesn't ruin observations. If that were the case, the
thousands of existing satellites would have already done so (satelliets
might not seem so bright to the eyes, but as far as astronomy is concerned,
they are extremely bright.)

                                             Frank Crary
                                             CU Boulder
",1
206,"From: farenebt@logic.camp.clarkson.edu (Droopy)
Subject: College hockey all-star game roster
Organization: Clarkson University
Lines: 67
Nntp-Posting-Host: logic.clarkson.edu
X-Newsreader: TIN [version 1.1 PL8]

Someone asked about the rosters for the college hockey senior all-star
shrine game held in Orono, Maine earlier this month: 

WEST
Derek Plante		MINN-DULUTH	(west MVP of the game)
Greg Johnson		N DAKOTA		
Bryan Smolinski		MICH ST
Fred Knipscheer		ST CLOUD STATE
Chris Campbell		WISCONSIN-SUPERIOR
Glenn Lang		UW-SUPERIOR
Chris Bergeron		MIAMI
Joe Cook		MIAMI
Jamie Erb		BEMIDIJI
Brett Harkins		BOWLING GREEN
David Roberts		MICHIGAN
Todd Trettier		UW-STEVENS POINT
John Young		MICH TECH
Brett Hauer		MINN-DULUTH
Pat Neaton		MICHIGAN
Barry Richter		WISCONSIN
Mike Smith		LSSU
Chris Valicevic		ST MARY'S
Shaun Gravistin		AK-ANCHORAGE	(goalie)
Tom Newman		MINNESOTA	   ""
Bryan Schoen		DENVER		   ""
Ron Mason		MICH ST		(coach)
Steve Nelson		UW-SUPERIOR	  ""
Jim Knapp		MINN-DULUTH	  ""

EAST
Jack Duffy		YALE
Chris Foy		N'EASTERN
Scott Meehan		MASS-LOWELL
Aaron Miller		VERMONT
Kevin O'SUllivan	BU
Chris Potter		CONNECTICUT
Ray Alcindor		MIDDLEBURY
Greg Carvel		ST LAWRENCE
Bob Cowan		PROVIDENCE
Steve Dubinksy		CLARKSON
Dan Gravelle		MERRIMACK
Ryan Hughes		CORNELL
Mark Kauffman		YALE
Matt Mallgrave		HARVARD
Chris McGee		BABSON
Scott McNair		RIT
Jim Montgomery		MAINE
David Sacco		BU
Chris Rogles		CLARKSON	(goalie)   (East's MVP of the game)
Garth Snow		MAINE		   ""
Grant Wood		HAMILTON	   ""
Brian Durocher		BROWN		(coach)
Shawn Walsh		MAINE   	   ""
Bruce Marshalll		CONNECTICUT	   ""


These are the original rosters. There may have been a few changes
for the actual game (guys not being able to participate or whatever).

    ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    + Bri Farenell			farenebt@craft.camp.clarkson.edu   +
    + AHL, ECAC and Boston Bruins contact for rec.sport.hockey		   +
    + Adirondack Red Wings, Calder Cup Champs: '81  '86  '89  '92	   +
    + Clarkson Hockey, ECAC Tournament Champs: '66  '91  '93		   +
    + Glens Falls High Hockey, NY Division II State Champs: '90  '91       +
    + AHL fans: join the AHL mailing list: ahl-news-request@andrew.cmu.edu +
    ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
",0
207,"From: Karim Edvard Ahmed <ka0k+@andrew.cmu.edu>
Subject: Re: Goodbye, good riddance, get lost 'Stars
Organization: Senior, Economics, Carnegie Mellon, Pittsburgh, PA
Lines: 22
	<1993Apr19.232038.26593@julian.uwo.ca>
NNTP-Posting-Host: po2.andrew.cmu.edu
In-Reply-To: <1993Apr19.232038.26593@julian.uwo.ca>

>First off, anyone accepted into the Western Business School is not a dork. 
>Second, just because one person out of a country of 27 Million doesn't think
>before he/she posts an article, does NOT mean that he/she is embarrasing
>Canada. This network is for expressing what you feel are your thoughts. Just
>because someone doesn't agree with you, this does not give you the right to
>call them assholes. Anyways, the North Stars are SHIT!!!!!!!!!
> 
>C'mon Leafs...


Whoa there!  Lighten up, Andrew!  When I was referring to ""you dorks at
the Western Business School"", I was specifically referring to those
assholes writing obnoxious comments insulting the state and people of
Minnesota for no apparent reason.  Being Canadian, and one who has
friends who attended UWO, I personally don't want to be associated with
the idiots who wrote those messages.  One more thing, Andrew...until
this season, the Leafs have sucked pretty badly over the last umpteen
years (have they won the Cup during our lifetime?)...so the North Stars
haven't been the only ""shit"" team in the Norris.

-KEA 

",0
208,"From: galvint@cs.nps.navy.mil (thomas galvin)
Subject: Re: Camera work on televised games
Organization: Naval Postgraduate School, Monterey CA
Distribution: rec
Lines: 27

In article <1993Apr22.105352.18235@vax5.cit.cornell.edu> yecx@vax5.cit.cornell.edu writes:
>Is it just me or is the camera work on some of these games really sad??  I
>can't remember how many times during the Penguins-Devils game they showed some
>guy (without the puck) being checked in the corner while the puck was being
>fired on goal.  In fact, I think they even missed one goal completely because
>they were showing two guys holding each other in the corner.
>
>Now the last time I watched a football game, they didn't show the lineman going
>at it while the running back turned the corner for a touchdown . . . . 
>
>Is it just me??	
>
>Greg
>

ESPN has been trying various things to get away from the
follow-the-puck concept of televising hockey games.  One of the main
problems with hockey is that it is very difficult to show everything
that is going on -- more happens away from the puck than in any other
sport except maybe football and they can do iso's on football players
to be shown between plays.

The problem of course is that sometimes you get something worthwhile,
other times you get burned.

-Tom Galvin        galvint@taurus.cs.nps.navy.mil

",0
209,"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: Who is Henry Spencer anyway?
Organization: U of Toronto Zoology
Lines: 16

In article <1993May15.014554.2850@aie.nl> hansk@aie.nl (Hans Kinwel) writes:
>My god!  You dare posting!  I posed these very questions to Mr Spencer 
>some time ago by email.  Unfortunately I never received any response.

Apologies...  Your mail is probably in the pile that arrived just before
I got sick about a month ago...  A reply will appear eventually...

>Now, what I really would like to see is an interview with Mr Spencer. A
>magazine (photograph!), or even better a tv program. (No! I want both!)

So far, there have been none (unless you count an interview in The Amateur
Computerist about the history of netnews, which may be disqualified because
TAC's budget doesn't run to reproducing photos...).
-- 
SVR4 resembles a high-speed collision   | Henry Spencer @ U of Toronto Zoology
between SVR3 and SunOS.    - Dick Dunn  |  henry@zoo.toronto.edu  utzoo!henry
",1
210,"From: kwp@wag.caltech.edu (Kevin W. Plaxco)
Subject: Re: Boom!  Whoosh......
Organization: California Institute of Technology, Pasadena, CA
Lines: 22
NNTP-Posting-Host: sgi1.wag.caltech.edu

In article <37147@scicom.AlphaCDC.COM> wats@scicom.AlphaCDC.COM (Bruce Watson) writes:
>+
>Pageos and two Echo balloons were inflated with a substance
>which expanded in vacuum. 

Called ""gas"".

>Once inflated the substance was no longer
>needed since there is nothing to cause the balloon to collapse.
>This inflatable structure could suffer multiple holes with no 
>disastrous deflation.

The balloons were in sufficiently low orbit that they experienced
some air resistance.  When they were finally punctured, this 
preasure (and the internal preasure that was needed to maintain
a spherical shape against this resistance) caused them to
catastrophically deflated.  The large silvered shards
that remained were easily visible for some time before
reentry, though no longer useful as a passive transponder.

The billboard should pop like a dime store balloon.

",1
